,Ana Pinzon Dep 1:RASI,,Ana Pinzon Dep 1:RPSI,,Ana Pinzon Dep 1:RTHI,,Ana Pinzon Dep 1:RKNE,,Ana Pinzon Dep 1:RTIB,,Ana Pinzon Dep 1:RANK,,Ana Pinzon Dep 1:RHEE,,Ana Pinzon Dep 1:RTOE,
Frame,X,Z,X,Z,X,Z,X,Z,X,Z,X,Z,X,Z,X,Z
,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
292,484.777283,929.307007,303.086456,994.841614,441.615723,653.131348,453.142822,496.976959,396.890564,309.58551,346.962891,118.771957,292.644989,93.073219,487.329834,44.488674
293,486.585846,929.973389,304.77832,994.947388,442.312836,653.432739,453.59848,497.398865,397.468445,310.116058,347.549622,119.313995,293.375824,93.783058,487.377075,44.440289
294,488.323578,930.641296,306.499023,995.250549,443.071075,653.863281,454.160431,497.89502,398.062897,310.699554,348.164551,119.916138,294.139404,94.583405,487.413025,44.372631
295,489.998444,931.328979,308.25473,995.762329,443.887726,654.41687,454.801147,498.464722,398.668243,311.342377,348.805817,120.578033,294.934143,95.486778,487.432343,44.285885
296,491.618896,932.049683,310.042145,996.473083,444.7565,655.077454,455.485687,499.101807,399.275879,312.044861,349.466736,121.293045,295.753052,96.495064,487.429932,44.182072
297,493.193329,932.811035,311.849579,997.354187,445.669281,655.822205,456.175873,499.796478,399.875183,312.801453,350.137604,122.049736,296.585205,97.599487,487.402069,44.064865
298,494.729828,933.615417,313.65863,998.36322,446.617767,656.623901,456.834473,500.536682,400.454956,313.602203,350.806824,122.833649,297.417542,98.781494,487.347412,43.93935
299,496.235779,934.460083,315.44693,999.448303,447.594208,657.45343,457.429657,501.309326,401.004883,314.433807,351.463074,123.629051,298.237,100.014908,487.267517,43.811684
300,497.717987,935.337891,317.191406,1000.554565,448.592163,658.282166,457.938416,502.101013,401.517273,315.280823,352.09671,124.420624,299.03183,101.268951,487.166901,43.688602
301,499.182068,936.237732,318.870758,1001.629822,449.606598,659.083435,458.348999,502.89798,401.988312,316.127167,352.700897,125.194725,299.792938,102.511963,487.052948,43.576847
302,500.63269,937.146118,320.468658,1002.628906,450.633606,659.834473,458.661652,503.687012,402.418823,316.957153,353.272491,125.940369,300.514557,103.714806,486.934753,43.482502
303,502.073639,938.047729,321.975128,1003.517517,451.670166,660.516968,458.888123,504.454742,402.814148,317.756561,353.811981,126.649559,301.193909,104.853676,486.822266,43.410297
304,503.507202,938.92688,323.387512,1004.273865,452.713409,661.11853,459.049591,505.187927,403.183502,318.513519,354.322662,127.317368,301.83136,105.911629,486.725006,43.36306
305,504.934845,939.76886,324.710083,1004.889343,453.760468,661.632324,459.173767,505.873993,403.538666,319.218781,354.810059,127.941566,302.429749,106.878914,486.650726,43.341324
306,506.356537,940.560425,325.953125,1005.366821,454.807953,662.057739,459.291107,506.500488,403.892303,319.866425,355.28009,128.521973,302.993622,107.752251,486.604706,43.343224
307,507.771149,941.291504,327.131042,1005.718689,455.851532,662.39978,459.431061,507.056305,404.256104,320.453491,355.738495,129.059998,303.528961,108.533447,486.589233,43.364758
308,509.1763,941.955261,328.260071,1005.96405,456.885986,662.668152,459.618713,507.53183,404.639038,320.980438,356.18927,129.558014,304.042175,109.22802,486.603333,43.400322
309,510.568848,942.549072,329.356232,1006.125427,457.905273,662.876526,459.871979,507.919952,405.046204,321.450287,356.634613,130.018967,304.539337,109.844063,486.643341,43.443497
310,511.94458,943.074341,330.433319,1006.22583,458.902344,663.041199,460.199768,508.217041,405.478088,321.868927,357.074341,130.446289,305.025482,110.391624,486.703552,43.487938
311,513.29895,943.536499,331.501343,1006.286377,459.869812,663.179199,460.601135,508.423798,405.93045,322.243866,357.506531,130.843796,305.504059,110.882538,486.777039,43.528152
312,514.626831,943.944702,332.565887,1006.32489,460.800079,663.308167,461.065613,508.546234,406.395203,322.584442,357.927948,131.215881,305.976166,111.330521,486.856598,43.560207
313,515.923706,944.310608,333.627869,1006.355042,461.685822,663.443726,461.574463,508.596466,406.861115,322.900604,358.334961,131.567505,306.440826,111.751053,486.935791,43.582069
314,517.184875,944.647888,334.684174,1006.386047,462.520447,663.599976,462.102448,508.592712,407.315857,323.202545,358.724579,131.904251,306.895264,112.160835,487.009308,43.593716
315,518.406555,944.971191,335.728302,1006.423828,463.298218,663.787537,462.620483,508.558929,407.746887,323.500122,359.094879,132.232193,307.335449,112.576866,487.073822,43.596889
316,519.585815,945.294617,336.752014,1006.471252,464.014832,664.014465,463.098663,508.523529,408.143463,323.802307,359.445831,132.557709,307.757355,113.014885,487.127777,43.594688
317,520.720154,945.631287,337.746399,1006.530273,464.667175,664.285217,463.509003,508.517029,408.497559,324.116638,359.779144,132.886978,308.15799,113.487717,487.171753,43.590946
318,521.808105,945.992065,338.703033,1006.602295,465.253418,664.601868,463.828217,508.569611,408.804626,324.449097,360.098511,133.225662,308.536469,114.003845,487.207977,43.5896
319,522.848328,946.385132,339.615021,1006.689331,465.772766,664.963745,464.040161,508.70752,409.063629,324.803864,360.408875,133.578415,308.894867,114.566399,487.240082,43.594009
320,523.840088,946.815552,340.477234,1006.794556,466.225311,665.368652,464.137177,508.950714,409.277161,325.183411,360.716156,133.948532,309.238312,115.173187,487.272736,43.606468
321,524.782227,947.285278,341.286774,1006.922729,466.611176,665.813477,464.120636,509.309723,409.4505,325.588806,361.026489,134.337845,309.574768,115.81749,487.311127,43.627754
322,525.673645,947.79364,342.042633,1007.079224,466.930664,666.294312,464.000366,509.785004,409.590729,326.019714,361.345642,134.746719,309.914124,116.489639,487.360382,43.657017
323,526.512268,948.337158,342.745056,1007.270325,467.183777,666.807739,463.792938,510.366669,409.705811,326.475098,361.678528,135.174347,310.266937,117.179199,487.425385,43.691807
324,527.295593,948.910767,343.395325,1007.501709,467.370148,667.350342,463.519043,511.036224,409.803711,326.953308,362.028931,135.619171,310.643158,117.876877,487.510101,43.728409
325,528.02063,949.508362,343.99469,1007.778503,467.489075,667.9198,463.200653,511.769287,409.891418,327.452789,362.399323,136.079315,311.050507,118.576355,487.617737,43.762394
326,528.683594,950.123596,344.544373,1008.104065,467.540009,668.514221,462.858032,512.539185,409.97464,327.971893,362.791046,136.55307,311.493561,119.275047,487.749969,43.789337
327,529.281128,950.75061,345.045105,1008.479614,467.522736,669.13208,462.507416,513.320557,410.057373,328.509369,363.204498,137.039352,311.97348,119.97422,487.90741,43.805645
328,529.809998,951.384277,345.497009,1008.904236,467.438232,669.772156,462.159698,514.092468,410.14212,329.064056,363.639404,137.537781,312.488007,120.678101,488.089447,43.809254
329,530.268005,952.020874,345.900055,1009.374756,467.289062,670.4328,461.819977,514.840515,410.22998,329.634827,364.094849,138.048676,313.032257,121.392395,488.294281,43.800228
330,530.654236,952.657837,346.254242,1009.886047,467.079987,671.111816,461.488647,515.557922,410.321075,330.220337,364.569458,138.572693,313.599823,122.122513,488.519135,43.781002
331,530.969482,953.293579,346.560089,1010.430908,466.81839,671.805908,461.163208,516.24469,410.414795,330.818604,365.061066,139.110229,314.183838,122.871773,488.760193,43.756195
332,531.216919,953.927307,346.819427,1011.001465,466.514221,672.510254,460.840302,516.905823,410.509888,331.426605,365.566559,139.660706,314.77774,123.639946,489.013031,43.732059
333,531.40155,954.558105,347.03537,1011.587952,466.180054,673.218384,460.517761,517.549194,410.604553,332.039978,366.080963,140.221909,315.375793,124.422356,489.272217,43.715538
334,531.530884,955.184875,347.212677,1012.180237,465.830261,673.922302,460.195862,518.182373,410.696564,332.653168,366.597473,140.789322,315.972748,125.209572,489.531555,43.71312
335,531.613953,955.804626,347.357605,1012.766724,465.48056,674.612305,459.878265,518.810669,410.782684,333.25885,367.106567,141.355698,316.562958,125.987785,489.78418,43.729671
336,531.661438,956.413391,347.4776,1013.335571,465.146667,675.27771,459.571075,519.434814,410.858917,333.848602,367.596344,141.911194,317.139648,126.739861,490.022491,43.767475
337,531.685059,957.004578,347.580688,1013.873596,464.843292,675.906921,459.281952,520.050415,410.920258,334.413086,368.052887,142.443665,317.694031,127.446831,490.238678,43.825634
338,531.696533,957.57019,347.674652,1014.366882,464.582916,676.488342,459.018311,520.647644,410.960876,334.942505,368.461121,142.939545,318.214661,128.089676,490.424957,43.899971
339,531.707275,958.099915,347.766205,1014.800781,464.374603,677.010742,458.785767,521.212646,410.97464,335.427185,368.806244,143.384857,318.687866,128.651505,490.574127,43.983517
340,531.727417,958.582764,347.860443,1015.160583,464.223419,677.464355,458.586609,521.728516,410.955688,335.858429,369.075165,143.766708,319.098633,129.119232,490.680267,44.067387
341,531.765564,959.007324,347.960175,1015.432129,464.129913,677.841492,458.419495,522.178345,410.899292,336.228851,369.258423,144.074432,319.432098,129.485413,490.739502,44.142036
342,531.828064,959.362976,348.06546,1015.602722,464.090332,678.136719,458.279755,522.546387,410.802521,336.532837,369.351318,144.300858,319.675812,129.748901,490.750092,44.198627
343,531.918762,959.640869,348.174164,1015.662415,464.096863,678.348083,458.160065,522.82074,410.6651,336.767212,369.354919,144.443192,319.821289,129.915085,490.713287,44.230225
344,532.039062,959.835266,348.281769,1015.605347,464.138977,678.476685,458.05249,522.994324,410.489807,336.931305,369.276154,144.50322,319.866302,129.995178,490.632996,44.23275
345,532.187622,959.944214,348.382538,1015.43042,464.204529,678.527466,457.949799,523.066711,410.282532,337.027008,369.127472,144.487427,319.815216,130.004654,490.515656,44.20546
346,532.361084,959.96991,348.470123,1015.143066,464.281189,678.508179,457.847076,523.043213,410.05191,337.058746,368.925476,144.406311,319.679901,129.961334,490.369537,44.150959
347,532.553894,959.919495,348.538544,1014.754639,464.358063,678.429565,457.742859,522.935547,409.808624,337.033234,368.689575,144.273514,319.478088,129.883286,490.204285,44.074696
348,532.759338,959.804565,348.583191,1014.282959,464.426666,678.304626,457.638977,522.760071,409.564606,336.959473,368.439758,144.104736,319.232452,129.787064,490.029877,43.984135
349,532.969543,959.640442,348.601257,1013.751404,464.481934,678.147827,457.540192,522.53656,409.331635,336.848114,368.195343,143.916428,318.967926,129.686478,489.855865,43.887676
350,533.176392,959.445496,348.592285,1013.187744,464.52243,677.974731,457.453186,522.286682,409.120544,336.711273,367.973267,143.724823,318.709534,129.59227,489.690735,43.793556
351,533.372009,959.240051,348.558014,1012.622498,464.55011,677.800476,457.384857,522.031982,408.940277,336.562256,367.787201,143.544907,318.480042,129.512619,489.541473,43.708824
352,533.54895,959.045044,348.502197,1012.086731,464.569733,677.640076,457.340942,521.792725,408.797394,336.414825,367.647339,143.389862,318.298645,129.453964,489.413269,43.638588
353,533.701111,958.880371,348.42981,1011.610046,464.587769,677.507446,457.324982,521.586853,408.695862,336.28302,367.560425,143.270706,318.179626,129.422379,489.309631,43.585571
354,533.823425,958.764099,348.346283,1011.218201,464.611176,677.414856,457.33728,521.429138,408.637207,336.180542,367.530151,143.196213,318.132721,129.424835,489.232513,43.55006
355,533.912231,958.711121,348.256714,1010.931824,464.646057,677.372681,457.375427,521.331177,408.620972,336.120087,367.557953,143.172989,318.163147,129.469742,489.182556,43.530148
356,533.965393,958.732605,348.164734,1010.764954,464.696899,677.389404,457.434387,521.301636,408.645233,336.113098,367.643707,143.20578,318.272614,129.567001,489.159332,43.522289
357,533.982178,958.835449,348.072449,1010.72406,464.765625,677.471191,457.507538,521.346008,408.707214,336.168823,367.78653,143.29747,318.460297,129.727386,489.161621,43.522026
358,533.962952,959.022095,347.979706,1010.808594,464.851685,677.621948,457.588104,521.467957,408.80365,336.294189,367.984741,143.449417,318.72348,129.961319,489.187195,43.524727
359,533.909424,959.290955,347.884399,1011.010498,464.951813,677.843201,457.669891,521.668945,408.931274,336.493073,368.236389,143.661392,319.058319,130.277191,489.233124,43.526279
360,533.824036,959.636902,347.782776,1011.316284,465.060944,678.13385,457.748505,521.948425,409.087128,336.766266,368.539429,143.931595,319.460266,130.680069,489.295441,43.523613
361,533.709961,960.051453,347.670227,1011.707764,465.172882,678.490356,457.821594,522.303894,409.268066,337.111145,368.89093,144.256516,319.92395,131.170654,489.36908,43.514977
362,533.570862,960.524048,347.541718,1012.164001,465.281158,678.906738,457.88916,522.730469,409.4711,337.521698,369.287628,144.630798,320.443207,131.744797,489.447906,43.499962
363,533.410828,961.042175,347.393158,1012.662659,465.379944,679.374573,457.953003,523.220947,409.692871,337.989075,369.725128,145.047226,321.011322,132.393723,489.524841,43.479271
364,533.234314,961.592834,347.221588,1013.182068,465.464935,679.883728,458.016174,523.764832,409.929688,338.501556,370.197937,145.49678,321.620422,133.104874,489.592255,43.454395
365,533.045471,962.162842,347.026031,1013.701294,465.5336,680.421997,458.082367,524.349121,410.177155,339.045502,370.699249,145.968796,322.261932,133.863052,489.642303,43.427086
366,532.848999,962.739136,346.807648,1014.202698,465.585388,680.976379,458.154938,524.957886,410.430267,339.606018,371.221283,146.451385,322.926208,134.65152,489.667755,43.398968
367,532.649353,963.309631,346.569672,1014.670959,465.621582,681.533264,458.236298,525.573608,410.683624,340.167664,371.755005,146.931976,323.60318,135.453186,489.662476,43.37114
368,532.450623,963.863525,346.316864,1015.094299,465.645172,682.079407,458.327515,526.177979,410.931488,340.715637,372.290924,147.398071,324.282532,136.251144,489.62207,43.343979
369,532.256836,964.391663,346.055206,1015.463562,465.659851,682.6026,458.428009,526.75293,411.168274,341.236237,372.819244,147.837845,324.954163,137.029449,489.544281,43.317089
370,532.071777,964.886414,345.790985,1015.772705,465.6698,683.092102,458.535858,527.282532,411.388855,341.717773,373.330627,148.241104,325.608887,137.773376,489.429291,43.289413
371,531.898132,965.342102,345.529877,1016.01825,465.679077,683.539795,458.648041,527.753662,411.58902,342.151398,373.816803,148.599747,326.238983,138.46994,489.27951,43.259453
372,531.738281,965.755066,345.276611,1016.198608,465.690826,683.940125,458.760986,528.157288,411.765839,342.531189,374.27124,148.908432,326.838654,139.108612,489.099457,43.225574
373,531.593445,966.123596,345.034271,1016.314392,465.707367,684.289978,458.870972,528.489258,411.917847,342.854431,374.689575,149.164825,327.403961,139.682327,488.89505,43.186314
374,531.463745,966.447754,344.803772,1016.367798,465.729828,684.589844,458.974945,528.749695,412.045105,343.121704,375.070129,149.369675,327.933411,140.188171,488.673035,43.140598
375,531.348145,966.729797,344.584442,1016.362915,465.758209,684.842285,459.070923,528.943481,412.149261,343.336456,375.413818,149.526535,328.427094,140.628403,488.440155,43.087921
376,531.244446,966.973267,344.373627,1016.30542,465.791656,685.052429,459.15802,529.079102,412.233246,343.5047,375.724304,149.641525,328.887268,141.010376,488.202515,43.028419
377,531.149353,967.183105,344.167572,1016.202576,465.828552,685.22699,459.23703,529.167664,412.300964,343.634094,376.007538,149.722656,329.317505,141.34613,487.965027,42.962761
378,531.058472,967.365356,343.961761,1016.063354,465.866913,685.373901,459.31012,529.222412,412.356873,343.733856,376.271057,149.779037,329.723267,141.651016,487.731171,42.892067
379,530.967041,967.5271,343.751587,1015.897522,465.904724,685.501587,459.380463,529.257568,412.405518,343.813416,376.52356,149.820312,330.111481,141.941879,487.502838,42.817703
380,530.869812,967.675293,343.532776,1015.716431,465.939819,685.618652,459.452087,529.287292,412.450836,343.882355,376.773834,149.855896,330.490479,142.234756,487.28064,42.741108
381,530.761475,967.817261,343.30188,1015.530945,465.970306,685.733032,459.529236,529.325012,412.496216,343.949371,377.030182,149.894287,330.869873,142.543182,487.064301,42.663616
382,530.637512,967.960022,343.056488,1015.35199,465.994507,685.851807,459.615753,529.38324,412.543701,344.022369,377.299805,149.942612,331.259796,142.87677,486.853241,42.586346
383,530.49353,968.110107,342.795258,1015.189758,466.010681,685.981262,459.714569,529.472656,412.594208,344.107727,377.588135,150.006363,331.669769,143.240753,486.647095,42.510178
384,530.326843,968.273132,342.517578,1015.052673,466.017334,686.126221,459.826874,529.60144,412.647278,344.21048,377.898529,150.089218,332.107788,143.636368,486.446167,42.43576
385,530.135376,968.454041,342.223785,1014.947388,466.012665,686.290649,459.952209,529.776062,412.701263,344.33429,378.232452,150.193039,332.578674,144.061951,486.25177,42.363548
386,529.918457,968.657043,341.914429,1014.878723,465.99472,686.477112,460.087891,529.999695,412.753662,344.481445,378.58905,150.318024,333.083618,144.51442,486.066254,42.293911
387,529.676208,968.884949,341.59024,1014.849182,465.961395,686.687683,460.229218,530.273193,412.801453,344.65329,378.966156,150.463165,333.619324,144.990479,485.892853,42.227211
388,529.409607,969.140259,341.251862,1014.859924,465.910492,686.923706,460.369965,530.595276,412.841187,344.850281,379.360168,150.62645,334.178528,145.487778,485.735443,42.163879
389,529.120239,969.424561,340.899689,1014.910217,465.839661,687.185669,460.502991,530.962646,412.86969,345.072296,379.766907,150.805466,334.751068,146.005417,485.597839,42.104385
390,528.809875,969.738892,340.533936,1014.999023,465.746765,687.473999,460.620819,531.370789,412.884033,345.319092,380.182251,150.997574,335.325256,146.543945,485.483917,42.049286
391,528.47998,970.083862,340.154572,1015.124817,465.629944,687.789062,460.716766,531.815186,412.881927,345.590118,380.602478,151.200546,335.889771,147.104843,485.396637,41.999092
392,528.131897,970.459961,339.761414,1015.285828,465.487793,688.13092,460.7854,532.291565,412.861755,345.884949,381.024597,151.412552,336.435059,147.689941,485.338257,41.954266
393,527.766602,970.867188,339.35434,1015.481323,465.319336,688.499451,460.822998,532.797119,412.82251,346.203278,381.446686,151.632401,336.954407,148.300797,485.310303,41.915146
394,527.384338,971.305664,338.933136,1015.710327,465.124054,688.894653,460.827515,533.329773,412.763611,346.544952,381.867767,151.859421,337.444122,148.938431,485.313538,41.88192
395,526.985474,971.77533,338.497894,1015.972717,464.901703,689.316589,460.798157,533.88916,412.684937,346.909912,382.287354,152.093399,337.90271,149.603287,485.348114,41.854668
